MID,CHURN,CALL_CENTRE_CALLS,MFTR,EXTERNAL_CONGESTION_ERRORS,NORMAL_CALLS,SUBSCRIBER_ERRORS,QOS_CONGESTION,QOS_SUBSCRIBER,QOS_GROUP,USAGE_DIRECTION,EVENT_TYPE_DATA_USAGE_DIRECTION,EVENT_TYPE_INCOMING_USAGE_DIRECT,EVENT_TYPE_OUTGOING_USAGE_DIRECT,EVENT_TYPE_SMS_USAGE_DIRECTION,OUTGOING_OVERALL,INCOMING_OVERALL,SMS_OVERALL,DATA_OVERALL,USAGE_LIFESTYLE,LIFESTYLE
15025522344,"0",,"Apple",4,211,1,0.018957,0.004739,"Poor",0.967141,0.000000,1.444444,1.591837,0.832281,-0.489904,-0.224249,-0.312716,-0.753144,"Other Usage","Daily Grinder"
15025528008,"0",,"Samsung",0,52,0,0.000000,0.000000,"Good",0.738479,,0.866667,0.333333,1.015436,-0.715924,-0.742469,0.445821,-1.000000,"High SMS","Daily Grinder"
15025660254,"0",11,"Apple",2,938,0,0.002132,0.000000,"Good",0.800224,,0.677083,0.700923,1.022667,2.239607,-0.180677,-0.482621,-1.000000,"Voice Caller","Undef"
15026591628,"0",,"Samsung",1,163,0,0.006135,0.000000,"Fair",1.378088,,1.805556,1.118280,1.210428,-0.516581,-0.478141,-0.613598,-1.000000,"No Data Usage","Daily Grinder"
15027730986,"0",,"RIM",0,220,0,0.000000,0.000000,"Good",0.777849,,0.599291,1.282313,0.451943,-0.401232,-0.204372,-0.646270,-1.000000,"No Data Usage","Daily Grinder"
15027757824,"0",,"Apple",1,962,0,0.001040,0.000000,"Good",1.518062,,1.495699,1.307400,1.751086,1.491763,1.273296,-0.447207,-0.746244,"Voice Caller","Undef"
15028242354,"0",,"Nokia",0,92,0,0.000000,0.000000,"Good",1.856733,,0.448276,2.311111,2.810811,-0.659923,-0.671889,-0.669464,-1.000000,"No Data Usage","Norm Peterson"
15028250868,"0",4,"Apple",0,90,0,0.000000,0.000000,"Good",1.206987,,0.984848,2.347222,0.288889,-0.651503,-0.712180,-0.549124,-1.000000,"No Data Usage","Homebody"
15029148696,"0",,"Apple",0,250,0,0.000000,0.000000,"Good",0.523423,,0.645390,0.773810,0.674493,-0.023043,-0.558314,-0.219953,-1.000000,"Voice Caller","Daily Grinder"
15029150244,"0",1,"Samsung",0,152,0,0.000000,0.000000,"Good",1.404564,,0.798246,1.444444,1.971001,-0.418572,-0.548800,2.064799,-1.000000,"High SMS","Daily Grinder"
15029280414,"0",,"RIM",0,97,0,0.000000,0.000000,"Good",1.428468,,1.841667,1.203704,1.240033,-0.745964,-0.532697,0.861175,-1.000000,"High SMS","Homebody"
15029280918,"0",,"Samsung",0,97,0,0.000000,0.000000,"Good",0.394377,,0.000000,0.528455,0.654676,-0.579470,-0.684599,-0.635000,-1.000000,"No Data Usage","Undef"
15029283402,"0",,"Apple",2,107,0,0.018692,0.000000,"Poor",0.723699,,0.481481,0.969298,0.720317,-0.525899,-0.623921,-0.550663,-0.750740,"Other Usage","Norm Peterson"
15029308440,"0",,"Motorola",0,46,0,0.000000,0.000000,"Good",0.581257,,0.361111,0.812500,1.151419,-0.805080,-0.729259,-0.127079,-1.000000,"No Data Usage","Homebody"
15029436402,"0",4,"RIM",0,327,0,0.000000,0.000000,"Good",2.486002,,4.059072,2.600000,0.798935,-0.061680,-0.010926,1.427034,-1.000000,"High SMS","Daily Grinder"
15029923404,"0",,"LG",0,6,0,0.000000,0.000000,"Good",4.333333,,4.333333,4.333333,,-0.865951,-0.820064,-1.000000,-1.000000,"Low Overall","Homebody"
15030223566,"0",,"Samsung",5,217,0,0.023041,0.000000,"Poor",1.049262,,1.181818,0.737113,1.228856,-0.157536,-0.680861,-0.662911,-1.000000,"Voice Caller","Daily Grinder"
15030349308,"0",,"RIM",1,294,0,0.003401,0.000000,"Good",0.935149,,0.781421,0.761261,1.262765,-0.365633,-0.085199,-0.354457,-1.000000,"No Data Usage","Daily Grinder"
15030633294,"0",,"Apple",1,135,0,0.007407,0.000000,"Fair",1.565547,,1.130435,1.656863,1.909343,-0.576516,-0.512432,0.070825,-1.000000,"No Data Usage","Daily Grinder"
15032404242,"0",6,"LG",1,276,0,0.003623,0.000000,"Good",1.267076,,1.925926,1.346847,0.528455,0.101977,-0.502994,-0.694025,-1.000000,"Voice Caller","Daily Grinder"
15032406966,"0",,"RIM",0,494,0,0.000000,0.000000,"Good",0.912801,,0.904077,0.922502,0.911824,0.718672,0.201063,-0.000859,-1.000000,"No Data Usage","Daily Grinder"
15032943612,"0",,"LG",2,252,0,0.007937,0.000000,"Fair",0.414108,,0.297386,0.463458,0.481481,-0.204738,-0.239195,-0.724932,-1.000000,"No Data Usage","Daily Grinder"
15033092112,"0",,"LG",1,188,0,0.005319,0.000000,"Good",0.699879,,1.224638,0.636535,0.238464,-0.085846,-0.473035,-0.298644,-1.000000,"Voice Caller","Daily Grinder"
15033536940,"1",,"Samsung",1,244,0,0.004098,0.000000,"Good",1.326154,,0.931900,2.858156,0.188406,-0.299469,-0.167643,-0.718051,-1.000000,"No Data Usage","Daily Grinder"
15033953436,"0",,"Samsung",0,696,0,0.000000,0.000000,"Good",1.034823,,1.503401,1.258447,1.377441,0.597001,0.764163,1.155848,-1.000000,"High SMS","Undef"
15034025718,"0",,"RIM",0,78,0,0.000000,0.000000,"Good",0.931685,,1.203704,0.684211,0.907141,-0.646484,-0.688027,0.740453,-1.000000,"High SMS","Daily Grinder"
15036496956,"0",,"Apple",2,237,0,0.008439,0.000000,"Fair",0.024124,,0.000000,0.000000,0.072373,-0.322058,-0.342453,-0.568315,-1.000000,"No Data Usage","Norm Peterson"
15036537372,"0",,"Apple",0,12,0,0.000000,0.000000,"Good",1.861005,,2.166667,2.166667,1.249682,-0.874547,-0.798770,0.587555,-1.000000,"High SMS","Homebody"
15036810870,"0",,"RIM",0,95,0,0.000000,0.000000,"Good",0.689231,0.000000,1.130435,0.764706,0.861782,-0.581584,-0.687073,-0.147253,-0.686604,"Other Usage","Daily Grinder"
15036827028,"0",,"Samsung",0,6,0,0.000000,0.000000,"Good",,,,,,-0.864422,-0.831817,-0.701719,-1.000000,"Low Overall","Homebody"
15036869052,"0",,"Samsung",5,1189,0,0.004205,0.000000,"Good",1.023877,,1.209077,0.835013,2.051418,2.208385,2.050725,-0.631196,-1.000000,"Voice Caller","Delivering the Goods"
15036946416,"0",,"Apple",1,109,0,0.009174,0.000000,"Fair",1.010556,,0.906977,0.934641,1.190050,-0.688478,-0.580858,-0.598716,-1.000000,"No Data Usage","Norm Peterson"
15036947412,"0",,"Apple",2,295,0,0.006780,0.000000,"Fair",1.246945,,0.623288,1.873874,1.243675,-0.372020,0.066139,-0.006039,-1.000000,"No Data Usage","Daily Grinder"
15037010850,"0",,"LG",1,101,0,0.009901,0.000000,"Fair",0.725148,,0.464286,0.722222,0.988935,-0.668943,-0.678292,-0.606553,-1.000000,"No Data Usage","Homebody"
15037064130,"0",,"Apple",0,72,0,0.000000,0.000000,"Good",0.766399,,1.171171,0.464286,0.663740,-0.784673,-0.633898,-0.304771,-1.000000,"No Data Usage","Homebody"
15037087938,"0",,"Apple",3,186,0,0.016129,0.000000,"Poor",1.297907,,1.318841,1.130435,1.444444,-0.453962,-0.321982,-0.649807,-1.000000,"No Data Usage","Daily Grinder"
15038380716,"0",1,"HTC",4,171,0,0.023392,0.000000,"Poor",0.913833,,1.713178,0.873950,1.068205,-0.406581,-0.495322,-0.013466,-1.000000,"No Data Usage","Daily Grinder"
15038402952,"0",,"Samsung",2,247,0,0.008097,0.000000,"Fair",0.783130,,1.015625,0.742857,0.590909,-0.244655,-0.456994,-0.689153,-1.000000,"No Data Usage","Daily Grinder"
15038433750,"0",,"RIM",1,302,0,0.003311,0.000000,"Good",1.186178,,1.083333,0.745520,1.729682,-0.229526,-0.242330,2.552606,-1.000000,"High SMS","Daily Grinder"
15038439888,"0",,"HTC",6,407,0,0.014742,0.000000,"Fair",0.959348,,0.823333,0.985560,1.069151,0.203245,-0.293119,-0.368688,-1.000000,"Voice Caller","Daily Grinder"
15038507874,"0",,"Apple",0,167,0,0.000000,0.000000,"Good",2.357327,,0.216667,1.950000,0.953301,-0.360207,-0.566346,0.583615,-1.000000,"High SMS","Daily Grinder"
15039015312,"1",8,"Samsung",0,286,0,0.000000,0.000000,"Good",0.605401,,0.515152,0.496183,0.804869,-0.380878,0.028569,1.408006,-1.000000,"High SMS","Daily Grinder"
15039032424,"0",,"Samsung",0,39,0,0.000000,0.000000,"Good",3.869048,,0.000000,2.940476,8.666667,-0.776545,-0.822120,-0.728535,-1.000000,"Low Overall","Homebody"
15040450044,"1",,"LG",0,56,0,0.000000,0.000000,"Good",6.666667,,10.833333,2.500000,,-0.756840,-0.730824,-0.726588,-1.000000,"Low Overall","Homebody"
15040864098,"0",6,"RIM",1,248,0,0.004032,0.000000,"Good",1.526634,,2.048485,1.584762,2.473290,-0.084175,-0.333898,-0.089708,-1.000000,"No Data Usage","Norm Peterson"
15040878024,"0",,"Samsung",0,68,0,0.000000,0.000000,"Good",0.862691,,0.722222,1.354167,0.511685,-0.769616,-0.665670,-0.607278,-1.000000,"No Data Usage","Homebody"
15041175912,"0",,"RIM",0,123,0,0.000000,0.000000,"Good",0.862979,,0.981132,0.343915,1.263889,-0.672264,-0.518655,-0.586617,-1.000000,"No Data Usage","Norm Peterson"
15042080934,"0",,"Apple",0,345,0,0.000000,0.000000,"Good",1.521826,,0.816940,1.337942,2.410596,0.126129,-0.088495,-0.512255,-1.000000,"Voice Caller","Daily Grinder"
15042083394,"0",,"LG",0,81,0,0.000000,0.000000,"Good",0.829704,,0.912281,0.747126,,-0.638549,-0.691499,-1.000000,-1.000000,"No Data Usage","Undef"
15042094476,"0",,"LG",0,24,0,0.000000,0.000000,"Good",5.512963,,1.733333,7.583333,7.222222,-0.860848,-0.770350,-0.727071,-1.000000,"Low Overall","Homebody"
15042571104,"1",,"Samsung",0,16,0,0.000000,0.000000,"Good",0.309524,,,0.619048,0.000000,-0.838451,-0.838688,-0.725906,-1.000000,"Low Overall","Homebody"
15042614304,"0",,"Apple",0,86,0,0.000000,0.000000,"Good",0.700758,0.000000,0.833333,1.969697,0.000000,-0.682060,-0.671674,-0.717550,-0.619239,"Other Usage","Norm Peterson"
12253833414,"0",,"LG",0,533,0,0.000000,0.000000,"Good",0.915687,,0.933604,0.644144,1.169312,-0.073911,0.778493,-0.700205,-0.753277,"Voice Caller","Norm Peterson"
12260035302,"0",13,"RIM",1,1366,0,0.000732,0.000000,"Good",0.959861,1.174927,1.273302,0.774926,1.576150,2.522428,0.642138,1.058998,-0.250227,"High SMS","Night Shift"
12268267272,"0",,"HTC",1,309,0,0.003236,0.000000,"Good",1.034117,1.338823,1.172549,0.717708,0.907388,0.263464,-0.241476,-0.020314,0.597498,"High Data","Night Shift"
12281285658,"1",3,"Nokia",0,48,0,0.000000,0.000000,"Good",,,,,,-0.682973,-0.772569,-0.514848,-0.573710,"Other Usage","Norm Peterson"
12288135372,"0",4,"Samsung",9,269,0,0.033457,0.000000,"Poor",0.713364,0.842468,0.574830,0.672878,0.763281,-0.277313,-0.243946,0.504515,0.693949,"High SMS","Night Shift"
12292800822,"1",,"LG",0,4,0,0.000000,0.000000,"Good",0.000000,,,0.000000,,-0.873097,-1.000000,-1.000000,-1.000000,"Low Overall","Homebody"
12295828482,"0",,"Apple",1,110,0,0.009091,0.000000,"Fair",2.886014,5.111364,2.826087,2.371069,1.235537,-0.604430,-0.598889,-0.628368,-0.094715,"Other Usage","Daily Grinder"
12295831218,"0",2,"Apple",1,408,0,0.002451,0.000000,"Good",2.287282,5.605820,1.411985,1.286458,0.844864,0.034546,-0.306860,-0.534104,-0.162874,"Other Usage","Daily Grinder"
12299841162,"0",,"Samsung",0,23,0,0.000000,0.000000,"Good",0.000000,0.000000,0.000000,0.000000,0.000000,-0.819590,-0.772652,-0.718937,-0.753950,"Low Overall","Homebody"
12299916048,"0",,"Nokia",0,9,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.844196,-0.836068,-0.726316,-1.000000,"Low Overall","Homebody"
12299940768,"0",,"Nokia",0,585,1,0.000000,0.001709,"Good",1.011204,,1.274510,1.002488,0.756614,1.227095,-0.599117,-0.697207,-1.000000,"Voice Caller","Daily Grinder"
12299968128,"0",2,"Samsung",3,764,0,0.003927,0.000000,"Good",3.188432,7.944444,1.390947,0.981132,2.437206,0.766628,0.882693,-0.206571,-0.747057,"Voice Caller","Daily Grinder"
12299977122,"0",1,"LG",0,1,0,0.000000,0.000000,"Good",0.000000,,,0.000000,0.000000,-0.883836,-1.000000,-0.728895,-1.000000,"Low Overall","Homebody"
12299993352,"0",2,"Samsung",55,3812,1,0.014428,0.000262,"Fair",1.276872,,0.758333,0.952034,1.230453,2.343936,2.290501,-0.693799,-1.000000,"Voice Caller","Delivering the Goods"
13574057112,"0",,"RIM",11,427,0,0.025761,0.000000,"Poor",1.230116,1.213066,1.619048,0.839202,1.249150,0.315716,-0.182133,-0.012618,1.808616,"High Data","Night Shift"
13574092008,"0",5,"Apple",7,643,0,0.010886,0.000000,"Fair",1.357226,4.547210,0.665116,0.854630,0.719175,0.682950,0.595498,0.197833,-0.130046,"High Overall","Undef"
13574208672,"0",,"Apple",2,398,0,0.005025,0.000000,"Good",2.577239,5.307116,2.392361,1.596491,1.012987,-0.048583,-0.123020,-0.151476,-0.090947,"High Overall","Norm Peterson"
13580657094,"0",,"Apple",0,55,0,0.000000,0.000000,"Good",2.329512,5.232323,1.969697,1.181818,0.934211,-0.739558,-0.762190,0.166425,-0.106519,"Other Usage","Daily Grinder"
13580680254,"0",,"Nokia",7,358,0,0.019553,0.000000,"Poor",1.473698,4.535245,1.083333,1.262136,1.239252,-0.069725,-0.325591,-0.466237,-0.439700,"Voice Caller","Norm Peterson"
13580737110,"0",,"Apple",1,275,0,0.003636,0.000000,"Good",2.066162,4.914286,1.083333,1.022222,1.244806,-0.066374,-0.469149,-0.233831,-0.096375,"Other Usage","Daily Grinder"
13580743560,"0",,"Samsung",0,105,0,0.000000,0.000000,"Good",1.131863,,1.650794,0.593607,1.151188,-0.595623,-0.729107,-0.530868,-1.000000,"No Data Usage","Daily Grinder"
13594026606,"0",,"HTC",0,18,0,0.000000,0.000000,"Good",2.172287,,0.000000,6.500000,0.016861,-0.852959,-0.822307,-0.651164,-1.000000,"No Data Usage","Homebody"
13594046046,"0",1,"Nokia",1,102,0,0.009804,0.000000,"Fair",2.016329,2.968037,1.344828,4.534884,1.233898,-0.413681,-0.604956,-0.578389,-0.237476,"Other Usage","Daily Grinder"
13600712640,"0",2,"HTC",1,296,0,0.003378,0.000000,"Good",2.364175,5.023419,0.989130,1.948546,1.495605,-0.259433,-0.218921,0.366720,-0.111755,"High SMS","Daily Grinder"
13607364870,"0",,"Apple",6,314,0,0.019108,0.000000,"Poor",1.729237,5.077340,0.378641,0.423704,1.037265,0.044448,-0.030271,0.925055,-0.115023,"High SMS","Daily Grinder"
13607382270,"1",,"Apple",2,302,0,0.006623,0.000000,"Fair",2.453041,5.419204,1.000000,1.793103,1.599857,0.055316,-0.177864,0.738751,-0.091567,"High SMS","Daily Grinder"
13607526498,"0",,"HTC",0,29,0,0.000000,0.000000,"Good",0.671282,0.286290,0.597701,1.190476,0.610659,-0.500813,-0.660771,1.104575,2.782739,"High SMS","Night Shift"
13612090524,"0",2,"RIM",2,658,0,0.003040,0.000000,"Good",0.717167,,0.889474,0.684211,0.928818,0.898490,0.558791,-0.275204,-1.000000,"Voice Caller","Daily Grinder"
13612094238,"0",,"HTC",2,125,0,0.016000,0.000000,"Poor",0.972990,,0.503876,0.666667,2.721417,-0.596702,-0.619322,-0.635648,-1.000000,"No Data Usage","Undef"
13612096434,"1",,"RIM",1,315,0,0.003175,0.000000,"Good",1.762551,,1.617778,2.047619,1.622256,0.050272,-0.255756,1.288816,-1.000000,"High SMS","Daily Grinder"
13612121034,"0",,"Apple",0,147,0,0.000000,0.000000,"Good",1.588176,5.186275,0.000000,0.529262,0.637166,-0.398447,-0.808726,0.772398,-0.091402,"High SMS","Daily Grinder"
14961483510,"0",,"HTC",1,96,0,0.010417,0.000000,"Fair",3.026132,7.031221,1.388021,2.149051,1.536235,-0.303342,-0.019412,0.943650,-0.276003,"High SMS","Night Shift"
15012128220,"0",,"Apple",3,1018,1,0.002947,0.000982,"Good",13.898078,52.000000,0.960692,0.912977,1.718644,1.532835,1.737096,-0.574381,-0.742453,"Voice Caller","Undef"
15012740442,"0",2,"HTC",1,240,0,0.004167,0.000000,"Good",1.630579,,2.572917,1.192884,1.125936,-0.191947,-0.617003,-0.394285,-1.000000,"Voice Caller","Daily Grinder"
15012749880,"0",,"Samsung",0,281,0,0.000000,0.000000,"Good",0.571279,,0.893130,0.820707,0.000000,-0.255441,0.079087,-0.719131,-1.000000,"No Data Usage","Daily Grinder"
15012772476,"1",6,"RIM",7,888,0,0.007883,0.000000,"Fair",0.619105,0.053897,1.076063,0.841567,1.123997,1.237026,1.169172,0.196541,-0.559389,"Other Usage","Delivering the Goods"
15012819990,"0",,"Apple",4,540,0,0.007407,0.000000,"Fair",1.311388,,1.099034,1.616292,1.218838,0.690533,0.205318,0.034284,-1.000000,"No Data Usage","Daily Grinder"
15012832302,"0",,"Apple",2,809,0,0.002472,0.000000,"Good",2.713651,7.693878,1.061728,1.016323,1.082675,0.722617,1.309719,-0.031039,-0.649719,"Other Usage","Undef"
15012922038,"0",2,"Apple",4,582,0,0.006873,0.000000,"Fair",1.396299,,1.408333,1.401142,1.379421,1.107708,-0.319737,-0.562383,-1.000000,"Voice Caller","Norm Peterson"
15012955812,"0",,"Samsung",1,313,0,0.003195,0.000000,"Good",1.422239,,1.479675,1.211286,1.575758,0.131169,-0.569215,-0.725615,-1.000000,"Voice Caller","Norm Peterson"
15013087764,"0",,"Samsung",7,670,0,0.010448,0.000000,"Fair",1.955238,,3.448357,1.973707,2.398888,0.769415,0.477783,0.354353,-1.000000,"High SMS","Undef"
15013089210,"0",,"Apple",1,196,0,0.005102,0.000000,"Good",0.929380,,0.884354,0.833333,1.070454,-0.177372,-0.490406,-0.290617,-1.000000,"Voice Caller","Daily Grinder"
15013106610,"0",2,"Apple",1,83,0,0.012048,0.000000,"Fair",0.310106,0.000000,0.376812,0.572327,0.291286,-0.643063,-0.726757,-0.301955,-0.745103,"Other Usage","Norm Peterson"
15013151238,"0",,"Apple",1,301,0,0.003322,0.000000,"Good",1.435019,,1.211864,1.733333,1.359860,-0.349477,-0.043287,-0.126238,-1.000000,"No Data Usage","Daily Grinder"
15013158516,"1",,"Samsung",0,135,0,0.000000,0.000000,"Good",0.282326,,0.503876,0.625430,0.000000,-0.490312,-0.617658,-0.721100,-1.000000,"No Data Usage","Undef"
15013692198,"0",,"Samsung",0,387,0,0.000000,0.000000,"Good",1.512594,,1.613793,1.461240,1.462750,-0.107993,0.340246,-0.309495,-1.000000,"Voice Caller","Daily Grinder"
15013899366,"0",1,"Apple",1,234,0,0.004274,0.000000,"Good",0.855739,,1.044177,1.091864,0.431177,-0.411655,-0.301169,-0.658739,-1.000000,"No Data Usage","Daily Grinder"
15015219246,"0",,"Nokia",0,2,0,0.000000,0.000000,"Good",0.000000,,,0.000000,,-0.879233,-1.000000,-1.000000,-1.000000,"Low Overall","Homebody"
15015233544,"0",,"LG",0,16,0,0.000000,0.000000,"Good",0.829276,,0.619048,0.000000,1.868782,-0.853398,-0.785754,0.199969,-1.000000,"No Data Usage","Homebody"
15015318102,"0",,"Apple",0,116,0,0.000000,0.000000,"Good",0.490928,,0.764706,0.251938,0.456140,-0.606401,-0.668165,-0.295954,-1.000000,"No Data Usage","Daily Grinder"
15015329736,"0",3,"Apple",2,274,0,0.007299,0.000000,"Fair",1.308521,,1.019608,1.781481,1.124473,-0.114511,-0.536212,-0.659236,-1.000000,"Voice Caller","Daily Grinder"
15015340248,"0",2,"Apple",1,363,0,0.002755,0.000000,"Good",1.010619,,1.373984,0.897210,0.760664,0.132179,-0.221996,-0.349061,-1.000000,"Voice Caller","Daily Grinder"
15015345318,"0",,"Apple",0,131,0,0.000000,0.000000,"Good",0.924025,,0.764706,0.675841,1.331527,-0.454376,-0.739026,-0.116083,-1.000000,"No Data Usage","Norm Peterson"
15015370794,"0",,"LG",3,651,0,0.004608,0.000000,"Good",0.973372,,0.632332,0.843340,1.444444,0.963340,0.628889,-0.166461,-1.000000,"No Data Usage","Undef"
15015428238,"0",,"Apple",2,234,0,0.008547,0.000000,"Fair",1.467460,,1.028249,2.166667,1.207465,-0.449231,-0.084203,-0.559491,-1.000000,"No Data Usage","Daily Grinder"
15015666876,"0",,"Apple",1,454,0,0.002203,0.000000,"Good",0.440910,,0.275758,0.507897,0.539075,0.588083,-0.236950,1.464273,-1.000000,"High SMS","Daily Grinder"
15015683898,"0",,"RIM",1,85,0,0.011765,0.000000,"Fair",0.000000,,0.000000,0.000000,0.000000,-0.736384,-0.599470,-0.366209,-1.000000,"No Data Usage","Homebody"
15015713436,"0",,"RIM",0,110,0,0.000000,0.000000,"Good",1.178138,,1.524691,0.468468,1.541253,-0.735402,-0.501996,0.589797,-1.000000,"High SMS","Homebody"
15015758226,"0",,"LG",0,94,0,0.000000,0.000000,"Good",1.629386,,1.625000,1.596491,1.666667,-0.732887,-0.581777,-0.722164,-1.000000,"No Data Usage","Homebody"
15015758760,"1",4,"Apple",4,504,0,0.007937,0.000000,"Fair",1.064599,,0.957364,1.277966,0.958467,0.432762,0.329889,2.445108,-1.000000,"High SMS","Daily Grinder"
15015771246,"0",,"Apple",5,547,0,0.009141,0.000000,"Fair",0.800919,,0.722222,0.884885,0.795650,0.653262,0.489676,-0.449568,-1.000000,"Voice Caller","Daily Grinder"
15015910938,"0",,"Samsung",0,107,0,0.000000,0.000000,"Good",1.141058,,1.444444,0.509804,1.468927,-0.681354,-0.537516,-0.262501,-1.000000,"No Data Usage","Norm Peterson"
15016026630,"0",,"LG",0,84,0,0.000000,0.000000,"Good",2.310536,,2.816667,3.666667,0.448276,-0.572423,-0.636645,-0.716559,-1.000000,"No Data Usage","Daily Grinder"
15016045596,"0",,"Apple",0,150,0,0.000000,0.000000,"Good",2.609444,,2.069652,4.053763,1.704918,-0.668553,-0.388528,-0.205394,-1.000000,"No Data Usage","Norm Peterson"
15016682898,"0",11,"HTC",0,42,0,0.000000,0.000000,"Good",1.988608,,1.625000,1.950000,4.379433,-0.754411,-0.782429,2.154547,-1.000000,"High SMS","Homebody"
15016774884,"0",,"Apple",1,88,0,0.011364,0.000000,"Fair",1.143462,,1.011111,0.680952,1.738324,-0.652467,-0.625836,-0.463107,-1.000000,"No Data Usage","Norm Peterson"
15016826796,"0",,"Apple",4,432,1,0.009259,0.002315,"Fair",1.247723,,1.012165,1.133554,1.597448,0.162166,-0.013135,0.282141,-1.000000,"High SMS","Daily Grinder"
15017733318,"0",4,"Apple",2,111,0,0.018018,0.000000,"Poor",1.121884,,0.654088,1.341270,1.370294,-0.720010,-0.521799,-0.256005,-1.000000,"No Data Usage","Homebody"
15018064194,"0",1,"RIM",0,113,0,0.000000,0.000000,"Good",1.867100,,2.600000,1.975490,1.025811,-0.540977,-0.719313,0.150772,-1.000000,"No Data Usage","Daily Grinder"
15018297516,"0",1,"LG",0,124,0,0.000000,0.000000,"Good",1.330084,,0.886364,0.962963,2.140924,-0.590461,-0.557551,-0.086375,-1.000000,"No Data Usage","Daily Grinder"
15018398784,"0",1,"Samsung",0,55,0,0.000000,0.000000,"Good",1.258327,,1.238095,1.564815,0.972072,-0.713529,-0.728707,-0.287837,-1.000000,"No Data Usage","Daily Grinder"
15018526656,"0",,"Samsung",3,430,0,0.006977,0.000000,"Fair",1.856587,,1.765432,1.575758,2.228571,0.284763,-0.024661,-0.236792,-1.000000,"Voice Caller","Daily Grinder"
15018556392,"0",2,"Apple",1,324,0,0.003086,0.000000,"Good",0.683431,,0.727735,0.700337,0.622222,-0.144871,-0.068460,0.381697,-1.000000,"High SMS","Daily Grinder"
15019093512,"0",,"Motorola",2,97,0,0.020619,0.000000,"Poor",1.748061,,1.195402,0.666667,3.382114,-0.634791,-0.658176,-0.675572,-1.000000,"No Data Usage","Homebody"
15019096086,"0",,"Samsung",3,586,0,0.005119,0.000000,"Good",0.895885,,1.154104,1.533550,0.000000,0.549622,0.578333,-0.721501,-1.000000,"Voice Caller","Undef"
15019098888,"0",,"Samsung",1,415,0,0.002410,0.000000,"Good",1.174459,,1.003766,0.979167,1.540443,-0.125376,0.314720,-0.476434,-1.000000,"Voice Caller","Norm Peterson"
15019160586,"0",2,"Apple",0,202,0,0.000000,0.000000,"Good",1.115067,,1.596491,0.838710,0.910000,-0.476618,-0.233856,-0.686810,-1.000000,"No Data Usage","Daily Grinder"
15019168734,"0",4,"Samsung",0,432,0,0.000000,0.000000,"Good",0.718704,,0.962963,1.004292,0.546448,0.101629,0.039666,-0.396784,-1.000000,"Voice Caller","Daily Grinder"
15019182282,"0",,"Apple",7,1785,0,0.003922,0.000000,"Good",0.678763,0.000000,0.733871,0.870255,1.110927,2.022105,1.708656,0.175512,-0.707160,"Other Usage","Delivering the Goods"
15019186416,"0",,"Apple",0,455,0,0.000000,0.000000,"Good",1.197166,,1.009470,1.022890,1.559140,0.109051,0.287257,-0.138378,-1.000000,"No Data Usage","Undef"
15019194210,"0",,"LG",0,110,0,0.000000,0.000000,"Good",2.395321,,1.218750,1.633880,4.333333,-0.635214,-0.622068,-0.728315,-1.000000,"No Data Usage","Norm Peterson"
15019210500,"0",,"Samsung",0,71,0,0.000000,0.000000,"Good",0.477295,,0.577778,0.288889,0.565217,-0.719712,-0.613113,-0.717888,-1.000000,"No Data Usage","Undef"
15019227342,"0",,"RIM",1,158,0,0.006329,0.000000,"Fair",2.134094,,1.348148,3.077295,1.976838,-0.521211,-0.568209,0.261581,-1.000000,"High SMS","Daily Grinder"
15020081160,"0",,"Apple",0,664,0,0.000000,0.000000,"Good",0.554347,0.000000,1.200369,1.162990,0.408377,0.202854,1.371384,-0.644157,-0.670571,"Voice Caller","Undef"
15020471952,"0",,"Apple",2,738,0,0.002710,0.000000,"Good",0.968304,0.000000,0.965645,1.191375,1.716197,0.592689,1.437351,0.074315,-0.394432,"Other Usage","Undef"
15020526390,"0",2,"Apple",3,253,0,0.011858,0.000000,"Fair",1.167074,,0.932489,1.368421,1.200313,-0.148471,-0.287880,-0.619744,-1.000000,"Voice Caller","Daily Grinder"
15021706404,"0",14,"LG",5,397,0,0.012594,0.000000,"Fair",1.189638,,1.444444,1.086606,2.227502,0.391737,-0.536714,-0.291345,-1.000000,"Voice Caller","Norm Peterson"
15021711090,"0",7,"Apple",0,187,0,0.000000,0.000000,"Good",0.743705,,0.802469,0.778646,0.650000,-0.396136,-0.529634,-0.051863,-1.000000,"No Data Usage","Daily Grinder"
15022087350,"0",,"LG",0,82,0,0.000000,0.000000,"Good",1.805726,,1.666667,2.459459,1.291052,-0.691726,-0.645642,-0.271845,-1.000000,"No Data Usage","Undef"
15022089234,"0",,"Apple",1,195,0,0.005128,0.000000,"Good",1.116514,0.000000,1.666667,2.043360,0.756028,-0.357513,-0.620964,-0.624221,-0.753779,"Other Usage","Norm Peterson"
15022724664,"0",,"LG",0,38,0,0.000000,0.000000,"Good",2.353047,,2.166667,0.559140,4.333333,-0.740076,-0.813006,-0.726445,-1.000000,"Low Overall","Homebody"
15022849938,"0",,"Apple",0,140,0,0.000000,0.000000,"Good",1.431576,,1.274510,1.401961,1.618257,-0.441596,-0.753370,-0.596553,-1.000000,"No Data Usage","Daily Grinder"
