MAST,Voice QoS,Call Count_Sum,LONGITUDE,LATITUDE,ADDRESS,SITE_TYPE,CELL_ID,CELL_NAME
"anon_S1405",0.997000,96325.000000,106.674810,10.841000,"12 Duong so 2, p.17","Outdoor","452-01-20182-5183","Cell_S1405"
"anon_S1406",0.998000,96294.000000,106.638840,10.742080,"127E Van Than P.8 Q.6","Outdoor","452-01-22062-2508","Cell_S1406"
"anon_S1407",0.995000,96286.000000,106.816690,10.807450,"41 La Xuan Oai  P.Truong Thanh  Q9  TpHCM.","Outdoor","452-01-20070-3215","Cell_S1407"
"anon_S1408",0.996000,96263.000000,106.778020,10.876950,"167/2/14, kp1, p Linh Xuan, Q, Thu Duc","Outdoor","452-01-20074-4925","Cell_S1408"
"anon_S1409",0.997000,96255.000000,106.673790,10.775360,"392/8/33 Cao Thang, p.12, Q.10/","Outdoor","452-01-20060-3458","Cell_S1409"
"anon_S1410",0.995000,96204.000000,106.626320,10.732730,"17 Duong 11, P10, Q. 6","Outdoor","452-01-20012-2541","Cell_S1410"
"anon_S1411",0.995000,96114.000000,106.711000,10.860500,"thua so 4043  phuong An Phu Dong  Q.12","Outdoor","452-01-20122-3613","Cell_S1411"
"anon_S1412",0.994000,96045.000000,106.600100,10.887300,"thua 1256, to 8, kp.8 ,hoc mon Chu Duc:0935874194-38915516","Outdoor","452-01-20190-5951","Cell_S1412"
"anon_S1413",0.996000,96044.000000,106.634490,10.763140,"4/19 Bui Cam Ho - Phuong Tan Thoi Hoa - Quan Tan Phu/ Bui Ngoc Lam - Hoang Thi Niem/ 0909537888 - 0933664113","Outdoor","452-01-20084-4799","Cell_S1413"
"anon_S1414",0.997000,96002.000000,106.659460,10.780700,"MM 18 Truong Son P.14 Q.10 TP.HCM","Outdoor","452-01-22102-3405","Cell_S1414"
"anon_S1466",0.995000,93865.000000,106.778190,10.790870,"So 3 Nguyen Duy Trinh  Phuong Binh Trung Dong Quan 2","Outdoor","452-01-20022-1524","Cell_S1466"
"anon_S1467",0.997000,93797.000000,106.522930,10.947120,"Thua dat 57, to ban do so 39, xa Tan Thong Hoi","Outdoor","452-01-20170-5737","Cell_S1467"
"anon_S1468",0.997000,93794.000000,106.662900,10.800110,"271/5/1 Hoang Van Thu, Phuong 2","Outdoor","452-01-22230-4599","Cell_S1468"
"anon_S1469",0.996000,93787.000000,106.678470,10.751270,"231B Ba Dinh, p.8","Outdoor","452-01-22080-3055","Cell_S1469"
"anon_S1470",0.997000,93718.000000,106.682060,10.747760,"33 Au Duong Lan P.03 Q.08 Tp HCM","Outdoor","452-01-22080-3005","Cell_S1470"
"anon_S1471",0.998000,93684.000000,106.766700,10.849900,"70 Nguyen Ba Luat, kp2, p.Binh Tho, Thu Duc","Outdoor","452-01-22222-5008","Cell_S1471"
"anon_S1472",0.996000,93600.000000,106.728290,10.825780,"35 Duong so  8, KP4, P.hiep binh chanh, Thu Duc","Outdoor","452-01-20046-5029","Cell_S1472"
"anon_S1473",0.997000,93537.000000,106.484440,10.967150,"Thua so 1505, to so 9, Ap Tay, Xa Tan An Hoi, Cu Chi","Outdoor","452-01-20170-5686","Cell_S1473"
"anon_S1474",0.995000,93516.000000,106.744500,10.794100,"So 1268  Duong 42 Khu C khu Do thi An Phu An Khanh    Quan 2","Outdoor","452-01-20004-1512","Cell_S1474"
"anon_S1475",0.997000,93475.000000,106.747820,10.854090,"7/6/25 Ly To Xuyen, khu pho 4, P.Linh Dong","Outdoor","452-01-20074-4992","Cell_S1475"
"anon_S1476",0.991000,93387.000000,106.721290,10.730573,"Main Remote Phu My Hung, Q7","Outdoor","452-01-20072-2804","Cell_S1476"
"anon_S1477",0.998000,93336.000000,106.653190,10.759030,"247 Ta Uyen, Phuong 6, Quan11, TPHCM.","Outdoor","452-01-22112-3561","Cell_S1477"
"anon_S1478",0.995000,93298.000000,106.639040,10.833330,"6A/82 Phan Huy Ich, Phuong 12.Ong Tang: 0988572968","Outdoor","452-01-20180-5205","Cell_S1478"
"anon_S1479",0.995000,93295.000000,106.693270,10.792760,"68/7F Tran Quang Khai, p.Tan Dinh","Outdoor","452-01-22010-1138","Cell_S1479"
"anon_S1480",0.994000,93241.000000,106.777500,10.821660,"Thua so 1769, to so 11, p.Phuoc Long B, Q.9","Outdoor","452-01-20070-3285","Cell_S1480"
"anon_S1481",0.993000,93222.000000,106.617062,10.777714,"5/4/7 Khu pho 6, P.Binh Hung Hoa A","Outdoor","452-01-22140-3902","Cell_S1481"
"anon_S1482",0.995000,93127.000000,106.638550,10.777540,"311/32 Kenh Tan Hoa, Phuong Hoa Thanh, Q.Tan Phu/Chang Vong Pau/0913982138","Outdoor","452-01-22242-4808","Cell_S1482"
"anon_S1483",0.996000,93068.000000,106.658490,10.786940,"87/22/23 Banh Van Tran, Phuong 7, Tan Binh/Nguyen Dinh Hieu-Mai Thi Le Dung/0838653178-0909341052","Outdoor","452-01-20160-4624","Cell_S1483"
"anon_S1484",0.995000,93057.000000,106.784960,10.789820,"A25 Khu du an Truong Thinh, p.Binh Trung Dong-","Outdoor","452-01-20022-1541","Cell_S1484"
"anon_S1485",0.996000,92980.000000,106.775530,10.879470,"63/12/13 to 13, KP1, P.Linh Xuan, Thu Duc/","Outdoor","452-01-20074-4993","Cell_S1485"
"anon_S1486",0.996000,92951.000000,106.721290,10.730571,"Main Remote Phu My Hung, Q7","Outdoor","452-01-20014-2766","Cell_S1486"
"anon_S1487",0.997000,92937.000000,106.636100,10.783310,"739 Luy Ban Bich, phuong Phu Tho Hoa, Tan Phu/ Le Van Dong-Tran Thi Thanh Lan/0903167033-01228867008","Outdoor","452-01-22242-4800","Cell_S1487"
"anon_S1488",0.996000,92888.000000,106.701940,10.789210,"12/4c Nguyen thi minh Khai, P.Dakao, Q1","Outdoor","452-01-20064-1195","Cell_S1488"
"anon_S1489",0.992000,92885.000000,106.660970,10.721360,"so 1, khu dan cu  Phi Long 5, Nguyen Van Linh, xa Binh Hung , Binh Chanh","Outdoor","452-01-22132-5420","Cell_S1489"
"anon_S1586",0.996000,87888.000000,106.753460,10.808160,"17A duong 1, KP4, P.AN Phu, Quan 2","Outdoor","452-01-20004-1565","Cell_S1586"
"anon_S1587",0.996000,87858.000000,106.677850,10.764980,"377/16 Tran Binh Trong, p.1, Q10 /","Outdoor","452-01-20100-3466","Cell_S1587"
"anon_S1588",0.997000,87789.000000,106.641200,10.777310,"1137D - Khuong Viet  Phu Trung  Tan Phu","Outdoor","452-01-20086-4711","Cell_S1588"
"anon_S1589",0.997000,87728.000000,106.665790,10.765590,"271 Nguyen Tieu La, p.8, Quan 10, TP.HCM","Outdoor","452-01-20100-3472","Cell_S1589"
"anon_S1590",0.996000,87659.000000,106.647620,10.760050,"174/41/31 Thai Phien, p.8","Outdoor","452-01-22112-3542","Cell_S1590"
"anon_S1591",0.997000,87657.000000,106.679080,10.828650,"102B-102C Nguyen Oanh,P.07, Q.Go Vap.","Outdoor","452-01-22182-5231","Cell_S1591"
"anon_S1592",0.995000,87609.000000,106.768290,10.777510,"So 61 Duong so 22, khu pho 1, p.Cat Lai","Outdoor","452-01-20022-1534","Cell_S1592"
"anon_S1593",0.997000,87609.000000,106.655720,10.654510,"Thua so 76, to so 48, Xa Da Phuoc, binh chanh, TP.HCM","Outdoor","452-01-20050-5491","Cell_S1593"
"anon_S1594",0.995000,87552.000000,106.588550,10.667550,"B10/7 Ap 2-X.Tan Quy Tay-Binh chanh-HCM","Outdoor","452-01-20050-5478","Cell_S1594"
"anon_S1595",0.992000,87503.000000,106.741680,10.701480,"94 Duong Cat Loi  kp4  TT.Nha Be-","Outdoor","452-01-20054-6020","Cell_S1595"
"anon_S1596",0.998000,87449.000000,106.691600,10.778158,"So 5 (phia sau) Tran Quoc Thao, p.6","Outdoor","452-01-22032-1864","Cell_S1596"
"anon_S1597",0.996000,87444.000000,106.818100,10.826540,"167 Lo Lu, Ap Ich Thanh, p.Truong Thanh, quan 9","Outdoor","452-01-20070-3281","Cell_S1597"
"anon_S1598",0.996000,87432.000000,106.642910,10.899870,"1/13 ap 5, xa Dong Thanh, huyen Hoc Mon, HCM","Outdoor","452-01-20190-5863","Cell_S1598"
"anon_S1599",0.996000,87377.000000,106.692500,10.823210,"477 Phan Van Tri, P.5, Go Vap.Ong Dung: 0908058899","Outdoor","452-01-20184-5227","Cell_S1599"
"anon_S1600",0.997000,87375.000000,106.657540,10.841530,"59/6E Le Van Tho  phuong 11  Go Vap","Outdoor","452-01-20180-5118","Cell_S1600"
"anon_S1601",0.997000,87343.000000,106.683170,10.762260,"237 Nguyen Van Cu, P.Nguyen Cu Trinh, Quan 01, Tp.HCM_ Trai tam giam B34 Cuc An Ninh dieu tra_ Bo Cong An","Outdoor","452-01-22010-1104","Cell_S1601"
"anon_S1602",0.997000,87325.000000,106.773840,10.855570,"25A Le Van Chi P.Linh Trung Q.Thu Duc","Outdoor","452-01-20074-4923","Cell_S1602"
"anon_S1603",0.995000,87129.000000,106.698010,10.783280,"108-110 Hai Ba Trung, P.Da Kao, Q1","Outdoor","452-01-22010-1200","Cell_S1603"
"anon_S1604",0.996000,87112.000000,106.660780,10.743410,"628B Nguyen Duy, p.2","Outdoor","452-01-20016-3060","Cell_S1604"
"anon_S1605",0.998000,87061.000000,106.679521,10.759986,"353-An Duong Vuong  Q.5","Outdoor","452-01-22052-2304","Cell_S1605"
"anon_S1606",0.995000,87055.000000,106.567500,10.792650,"Thua 295, to so 8, Xa Vinh Loc B","Outdoor","452-01-20130-6203","Cell_S1606"
"anon_S1607",0.998000,87041.000000,106.663320,10.785100,"53 Bac Hai,P.15","Outdoor","452-01-22102-3465","Cell_S1607"
"anon_S1608",0.997000,87037.000000,106.819380,10.883030,"So 4 duong 16  Ap Vinh Thuan  p.Long Binh","Outdoor","452-01-20018-3209","Cell_S1608"
"anon_S1609",0.989000,87034.000000,106.672490,10.758080,"Cao oc WindSor - 18 An Duong Vuong - Q.5 Tp. HCM","Indoor","452-01-22052-2330","Cell_S1609"
"anon_S1610",0.997000,87025.000000,106.708920,10.813410,"131 Nguyen Xi (79/19 Xo Viet Nghe Tinh)  p.26","Outdoor","452-01-20030-4065","Cell_S1610"
"anon_S1282",0.997000,102014.000000,106.651130,10.754970,"132 Nguyen Thi Nho, p.15","Outdoor","452-01-22052-2348","Cell_S1282"
"anon_S1283",0.996000,102013.000000,106.613000,10.832430,"75/4 KP6  phuong Tan Thoi Nhat ( so cu: 144/4 Tan Thoi Nhat 6)  Q.12","Outdoor","452-01-22122-3618","Cell_S1283"
"anon_S1284",0.996000,102006.000000,106.832820,10.850480,"So 5A, Duong 31, Khu Pho Long Hoa, Phuong Long Thanh My, Quan 9, TPHCM","Outdoor","452-01-20070-3277","Cell_S1284"
"anon_S1285",0.997000,101815.000000,106.691800,10.762500,"310 Co Bac  phuong Co Giang  Q.1","Outdoor","452-01-22010-1006","Cell_S1285"
"anon_S1286",0.996000,101801.000000,106.709950,10.807510,"169/2B, Xo Viet Nghe Tinh, F26, Binh Thanh, Tp HCM","Outdoor","452-01-20030-4075","Cell_S1286"
"anon_S1287",0.996000,101721.000000,106.647780,10.842280,"91 duong 14, P8","Outdoor","452-01-20180-5181","Cell_S1287"
"anon_S1288",0.997000,101671.000000,106.501080,10.960230,"Thua so 35, to so 49, Xa Tan Thong Hoi, Cu Chi","Outdoor","452-01-20170-5704","Cell_S1288"
"anon_S1289",0.997000,101558.000000,106.704311,10.804947,"42/333 Huynh Dinh Hai, p.24","Outdoor","452-01-20032-4025","Cell_S1289"
"anon_S1290",0.994000,101530.000000,106.581250,10.755310,"18/1/26 Duong so 1, Khu pho 4, p.Tan Tao A","Outdoor","452-01-20140-3861","Cell_S1290"
"anon_S1291",0.996000,101519.000000,106.682500,10.796060,"152/4 Co Bac  P.1  Phu Nhuan","Outdoor","452-01-22202-4303","Cell_S1291"
"anon_S1292",0.997000,101470.000000,106.594540,10.883990,"65/1C Khu Pho 1, Thi Tran Hoc Mon","Outdoor","452-01-20190-5895","Cell_S1292"
"anon_S1293",0.996000,101423.000000,106.589270,10.786270,"Thua so 530, to so 172, p.Binh Hung Hoa B, Binh Tan, TP.HCM","Outdoor","452-01-20026-3894","Cell_S1293"
"anon_S1294",0.996000,101330.000000,106.542480,10.742170,"A6/177B TRAN DAI NGHIA XA TAN NHAT  BINH CHANH  HCM","Outdoor","452-01-20130-5417","Cell_S1294"
"anon_S1295",0.997000,101235.000000,106.637980,10.801540,"508/8, TruongChinh, P.13, Q. TanBinh, TP.HCM","Outdoor","452-01-22230-4507","Cell_S1295"
"anon_S1296",0.997000,101207.000000,106.617040,10.799920,"438/44 Tan Ky Tan Quy, p.Son Ky","Outdoor","452-01-22242-4752","Cell_S1296"
"anon_S1297",0.997000,101177.000000,106.673702,10.751224,"68 Bach Van, p. 5","Outdoor","452-01-22052-2344","Cell_S1297"
"anon_S1298",0.995000,101172.000000,,,"NA","NA","452-01-22022-1559","Cell_S1298"
"anon_S1299",0.995000,101103.000000,106.702970,10.783540,"44 Chu Manh Trinh , Phuong , Q.1","Outdoor","452-01-22010-1106","Cell_S1299"
"anon_S1300",0.994000,101100.000000,106.588600,10.867640,"thua 444  xa Xuan Thoi Thuong  Hoc Mon","Outdoor","452-01-20190-5822","Cell_S1300"
"anon_S1301",0.994000,101004.000000,106.707890,10.737740,"G4/2 Tan Qui Dong  Phuong Tan Phong  Q7.","Outdoor","452-01-20072-2722","Cell_S1301"
"anon_S1302",0.997000,100945.000000,106.643400,10.799180,"3/45 Binh Gia, P.13, Q.Tan Binh","Outdoor","452-01-22230-4580","Cell_S1302"
"anon_S1303",0.997000,100907.000000,106.654150,10.757170,"814 Nguyen Chi Thanh, P.4, q.11","Outdoor","452-01-20020-3538","Cell_S1303"
"anon_S1304",0.997000,100896.000000,106.650080,10.843730,"16/5I Cay Tram, p.9, Q. Go Vap, TpHCM","Outdoor","452-01-20180-5104","Cell_S1304"
"anon_S1305",0.998000,100822.000000,106.613689,10.811315,"Khuon Vien Doi duy tu Cty Tanimex","Outdoor","452-01-20048-4807","Cell_S1305"
"anon_S1306",0.997000,100753.000000,106.678830,10.756700,"90/24 Le Hong Phong - P.2 - Q.5 - TP.HCM","Outdoor","452-01-22052-2323","Cell_S1306"
"anon_S1307",0.998000,100623.000000,106.675807,10.838169,"286 Nguyen Oanh  p. 17  Q. Go Vap  TpHCM","Outdoor","452-01-20182-5120","Cell_S1307"
"anon_S1415",0.996000,95980.000000,106.763774,10.775408,"4/11 Thich Mat The, kp2, p.Thanh My Loi","Outdoor","452-01-20022-1554","Cell_S1415"
"anon_S1416",0.997000,95948.000000,106.577140,10.660380,"So C15/67 Dinh Duc Thien, P.Binh Chanh, Binh Chanh/ O. Trong: 37691034; 090.9992266; 098.9915060","Outdoor","452-01-20050-6240","Cell_S1416"
"anon_S1417",0.995000,95914.000000,106.689250,10.741950,"279 Lo E Duong Ba Trac P1 Q8 TpHCM","Outdoor","452-01-22080-3023","Cell_S1417"
"anon_S1418",0.997000,95899.000000,106.671100,10.784700,"436/56 Cach Mang Thang Tam - Phuong 11 - Quan 3 - TP.HCM","Outdoor","452-01-22032-1837","Cell_S1418"
"anon_S1419",0.998000,95834.000000,106.677854,10.804086,"198/4 Ho Van Hue, p.9","Outdoor","452-01-22202-4332","Cell_S1419"
"anon_S1420",0.996000,95776.000000,106.699760,10.777140,"158D/401 duong pastuer, P.Ben Nghe","Outdoor","452-01-20064-1149","Cell_S1420"
"anon_S1421",0.997000,95759.000000,106.661380,10.767220,"Chung cu Hoa Binh P14, Q10, TP.HCM","Outdoor","452-01-20100-3486","Cell_S1421"
"anon_S1422",0.994000,95686.000000,106.677110,10.874320,"484/1A Ha Huy Giap  khu pho 1  Phuong Thanh Loc  Q.12","Outdoor","452-01-22122-3605","Cell_S1422"
"anon_S1423",0.994000,95679.000000,106.734650,10.750440,"192  Bui Van Ba, phuong Tan Thuan Dong, Q.7, Tp HCM","Outdoor","452-01-20014-2738","Cell_S1423"
"anon_S1424",0.996000,95649.000000,106.683210,10.772210,"502/12/2 Nguyen Dinh Chieu  P.4  Q3","Outdoor","452-01-22032-1821","Cell_S1424"
"anon_S1425",0.997000,95631.000000,106.666441,10.797367,"357A/23K NGUYEN TRONG TUYEN - HCM","Outdoor","452-01-22230-4527","Cell_S1425"
"anon_S1426",0.997000,95610.000000,106.685850,10.800840,"50/16 Phung Van Cung, p.7","Outdoor","452-01-20040-4339","Cell_S1426"
"anon_S1427",0.995000,95572.000000,106.613160,10.864520,"31M Nguyen Anh Thu  P. Trung My Tay  Q.12","Outdoor","452-01-22122-3611","Cell_S1427"
"anon_S1428",0.997000,95498.000000,106.606620,10.822270,"2E Pham Dang Giang, kp2, p.Binh Hung Hoa; Quan 12;","Outdoor","452-01-20026-3909","Cell_S1428"
"anon_S1429",0.995000,95480.000000,106.601750,10.871050,"33/2A Ap Chanh II, Xa Tan Xuan, Hoc Mon","Outdoor","452-01-20190-5884","Cell_S1429"
"anon_S1430",0.996000,95440.000000,106.666400,10.862960,"200/1 khu pho 6 to 3, P. Thanh Xuan, Q.12. Ong.Hoang: 0903.918.994","Outdoor","452-01-20122-3707","Cell_S1430"
"anon_S1431",0.995000,95386.000000,106.654700,10.792840,"21/56 Tu Lap, p.4, Tan Binh, TP.HCM;","Outdoor","452-01-22230-4605","Cell_S1431"
"anon_S1432",0.991000,95332.000000,106.626800,10.788080,"234/5 Vuon Lai, Phu Tho Hoa, Tan Phu/Pham Hung Ky-Lam Thi Loan/0909112956-01267719588","Outdoor","452-01-20048-4794","Cell_S1432"
"anon_S1433",0.997000,95332.000000,106.645770,10.800780,"36 Dong Xoai, P.13","Outdoor","452-01-22230-4606","Cell_S1433"
"anon_S1434",0.997000,95308.000000,106.647680,10.753100,"671/18 Duong Hong Bang - P.6 -  Q.6 - TP.HCM","Outdoor","452-01-22062-2517","Cell_S1434"
"anon_S1435",0.994000,95250.000000,106.720670,10.804210,"E8- cu xa 30/4 duong D1, Phuong 25, Q.Binh Thanh, TP.HCM A Thanh 01222020215","Outdoor","452-01-22150-4132","Cell_S1435"
"anon_S1436",0.996000,95186.000000,106.681170,10.784670,"16/95 Ky Dong  P.09  Q.03","Outdoor","452-01-22032-1845","Cell_S1436"
"anon_S1437",0.995000,95173.000000,106.688000,10.732000,"So 15 Duong 11 xa Binh Hung, Huyen Binh Chanh TPHCM","Outdoor","452-01-22132-5437","Cell_S1437"
"anon_S1438",0.996000,95171.000000,106.654690,10.847720,"15/23 Le Van Tho - P9 - Q.Go Vap,HCM","Outdoor","452-01-20180-5173","Cell_S1438"
"anon_S1439",0.997000,95164.000000,106.624560,10.762720,"158/A65 Phan Anh, p.Tan Thoi Hoa, Tan Phu, Tp HCM","Outdoor","452-01-20084-4758","Cell_S1439"
"anon_S1490",0.995000,92876.000000,106.698000,10.764700,"14 Nguyen Thai Hoc  p.Cau Ong Lanh","Outdoor","452-01-20000-1027","Cell_S1490"
"anon_S1491",0.995000,92830.000000,106.681400,10.836170,"170/6 (F14 can cu 26) Le Duc Tho, P.6, Q. Go Vap. Dung lai mong cot.Ong Chuong: 0983757128-0908181128","Outdoor","452-01-22182-5220","Cell_S1491"
"anon_S1492",0.994000,92753.000000,106.730060,10.794490,"16 duong 24, P Binh An, Quan 2","Outdoor","452-01-20004-1575","Cell_S1492"
"anon_S1493",0.996000,92753.000000,106.644740,10.750860,"199/54 Le Quang Sung, p.6, Quan 6, TP.HCM","Outdoor","452-01-20012-2550","Cell_S1493"
"anon_S1494",0.994000,92742.000000,106.632900,10.897010,"8/10 Ap 6, P.Dong Thanh","Outdoor","452-01-20190-5932","Cell_S1494"
"anon_S1495",0.995000,92718.000000,106.701820,10.754650,"55-55A Khanh Hoi  p.3","Outdoor","452-01-22040-2226","Cell_S1495"
"anon_S1496",0.998000,92692.000000,106.653948,10.753526,"485 Hong Bang , phuong 14, Quan 5, TP. HCM","Outdoor","452-01-22052-2379","Cell_S1496"
"anon_S1497",0.998000,92673.000000,106.633400,10.747980,"676/4 Hau Giang, phuong 12 (so do: nha cap 4 chua hoan cong)","Outdoor","452-01-22062-2564","Cell_S1497"
"anon_S1498",0.994000,92606.000000,106.701420,10.718010,"57/43 Le Van Luong, xa Phuoc Kien, Nha Be","Outdoor","452-01-20054-6057","Cell_S1498"
"anon_S1499",0.996000,92546.000000,106.689110,10.760097,"345/48 Tran Hung Dao P. Cau Kho Q1 TpHCM","Outdoor","452-01-22010-1020","Cell_S1499"
"anon_S1500",0.996000,92531.000000,106.661320,10.848610,"79/4D duong so 2, P.16, Q.Go Vap.Ba Lan: 0839168195-0908912819","Outdoor","452-01-20180-5203","Cell_S1500"
"anon_S1501",0.992000,92524.000000,106.682120,10.812250,"131/661/1A Le Loi, P.3, Go Vap","Outdoor","452-01-22182-5147","Cell_S1501"
"anon_S1502",0.997000,92488.000000,106.641410,10.847510,"61/72 Pham Van Chieu, phuong 14 ( phuong 12 cu) Go Vap","Outdoor","452-01-20180-5162","Cell_S1502"
"anon_S1503",0.996000,92479.000000,106.621300,10.810640,"2 Duong B2 - P.Tay Thanh - Tan Phu. Landlord :Nguyen Huu Phuc - Le Thi Nga. Tel :085.4355861 0903.943571","Outdoor","452-01-20048-4787","Cell_S1503"
"anon_S1504",0.995000,92451.000000,106.629431,10.721163,"127/9 Me Coc, P.15, Quan 8 / Nguyen Huu Danh 0902550430","Outdoor","452-01-20088-3077","Cell_S1504"
"anon_S1505",0.996000,92423.000000,106.562400,10.864810,"5/6 Ap 1, xa Xuan Thoi Thuong, huyen Hoc Mon, TpHCM.","Outdoor","452-01-20190-5824","Cell_S1505"
"anon_S1506",0.994000,92404.000000,106.685100,10.827440,"14/37/2A Duong so 7, P.7, Q.Go Vap, TP.HCM","Outdoor","452-01-22182-5190","Cell_S1506"
"anon_S1507",0.997000,92380.000000,106.772540,10.812540,"137 Dai Lo 3 - P Phuoc Binh - Q.TD","Outdoor","452-01-20018-3217","Cell_S1507"
"anon_S1508",0.997000,92355.000000,106.750780,10.846620,"541 Kha Van Can P. Linh Dong TD","Outdoor","452-01-20074-4916","Cell_S1508"
"anon_S1509",0.997000,92258.000000,106.645560,10.758420,"208 Han Hai Nguyen, p.9","Outdoor","452-01-22112-3530","Cell_S1509"
"anon_S1510",0.997000,92246.000000,106.601300,10.756650,"1074/11, Tinh lo 10, Khu pho 6, Phuong Tan Tao, Q.Binh Tan, Tp.HCM. Ong Chung Tan Cang/Ba Lai thi Quoc Huong (083.8776718, 0902.880884 )","Outdoor","452-01-20140-3928","Cell_S1510"
"anon_S1511",0.997000,92153.000000,106.766120,10.673100,"C2A Ap 5, Xa Phu Xuan","Outdoor","452-01-20054-6032","Cell_S1511"
"anon_S1512",0.997000,92041.000000,106.774060,10.885430,"274/6 quoc lo 1K, KP1, P.Linh Xuan","Outdoor","452-01-20074-5036","Cell_S1512"
"anon_S1513",0.997000,91945.000000,106.655610,10.761180,"185/136 Pho Co Dieu, p.6","Outdoor","452-01-20020-3525","Cell_S1513"
"anon_S1611",0.996000,87005.000000,106.632200,10.779860,"210 Thoai Ngoc Hau  P. Phu Thanh  Q. Tan Phu","Outdoor","452-01-22242-4736","Cell_S1611"
"anon_S1612",0.997000,86983.000000,106.638050,10.862570,"176 duong Tan Thoi Hiep, P.Tan Thoi Hiep, Q12","Outdoor","452-01-20122-3674","Cell_S1612"
"anon_S1613",0.996000,86964.000000,106.678270,10.797620,"120 Nguyen Trong Tuyen, p.15","Outdoor","452-01-20040-4314","Cell_S1613"
"anon_S1614",0.996000,86907.000000,106.704000,10.787240,"25/41C Nguyen Binh Khiem, p.Ben Nghe, Q1","Outdoor","452-01-20064-1161","Cell_S1614"
"anon_S1615",0.997000,86886.000000,106.664020,10.848430,"4/29-Thong Nhat  Q.Go Vap","Outdoor","452-01-20180-5146","Cell_S1615"
"anon_S1616",0.997000,86834.000000,106.726840,10.749120,"27/10 khu pho1, duong Tan Thuan Tay, phuong Binh Thuan, Q.7","Outdoor","452-01-20014-2731","Cell_S1616"
"anon_S1617",0.996000,86826.000000,106.731810,10.747670,"98/101 Khu pho 2, P.Tan Thuan Dong, Quan 7","Outdoor","452-01-22070-2756","Cell_S1617"
"anon_S1618",0.993000,86757.000000,106.674200,10.821340,"679-C3/9 Nguyen Kiem  Go Vap","Outdoor","452-01-22182-5124","Cell_S1618"
"anon_S1619",0.997000,86742.000000,106.681750,10.806900,"100/2D Thich Quang Duc, P.5, Quan Phu Nhuan, TP.HCM","Outdoor","452-01-20040-4363","Cell_S1619"
"anon_S1620",0.998000,86737.000000,106.663660,10.775820,"173/4 Thanh Thai, P.14, Quan 10, TP.HCM","Outdoor","452-01-22102-3482","Cell_S1620"
"anon_S1621",0.996000,86720.000000,106.746470,10.847170,"27 Linh Dong KP7 P.Linh Dong Q.Thu Duc","Outdoor","452-01-20074-4920","Cell_S1621"
"anon_S1622",0.993000,86711.000000,106.673500,10.754857,"409/21 Nguyen Trai, p.7, Q5","Outdoor","452-01-20058-2377","Cell_S1622"
"anon_S1623",0.995000,86681.000000,106.578580,10.896960,"K2 QL22  ap Thong Nhat 1  xa Tan Thoi Nhi  huyen Hoc Mon  TpHCM.","Outdoor","452-01-22190-5817","Cell_S1623"
"anon_S1624",0.997000,86632.000000,106.639900,10.749690,"761 Lo Gom, p.9","Outdoor","452-01-22062-2539","Cell_S1624"
"anon_S1625",0.996000,86609.000000,106.691410,10.769560,"95/8 Nguyen Trai  p.Ben Thanh","Outdoor","452-01-20000-1096","Cell_S1625"
"anon_S1626",0.995000,86607.000000,106.559930,10.807890,"A/53 ap 1,xa Vinh Loc A","Outdoor","452-01-20130-5434","Cell_S1626"
"anon_S1627",0.995000,86606.000000,106.736060,10.846860,"61-Dg 42-KP8-Hiep Binh Chanh-TD-HCM","Outdoor","452-01-20046-4971","Cell_S1627"
"anon_S1628",0.997000,86516.000000,106.699540,10.790170,"101 Nguyen Van Thu Q1","Outdoor","452-01-22010-1017","Cell_S1628"
"anon_S1629",0.997000,86484.000000,106.702720,10.828390,"Lo A2 Khu 4 Duong truc KDC Binh Hoa P.13 Q.Binh Thanh TPHCM","Outdoor","452-01-20030-4035","Cell_S1629"
"anon_S1630",0.994000,86467.000000,106.760440,10.837280,"thua 2540  to so 3  phuong Truong Tho  quan Thu Duc  TP HCM","Outdoor","452-01-20074-4952","Cell_S1630"
"anon_S1631",0.997000,86445.000000,106.701570,10.802150,"116A VU TUNG  PHUONG 2  BINH THANH  HCM","Outdoor","452-01-22150-4055","Cell_S1631"
"anon_S1632",0.996000,86360.000000,106.686840,10.703410,"Thua dat 552, to ban do so 8, xa Phuoc Loc, Nha Be","Outdoor","452-01-20054-6027","Cell_S1632"
"anon_S1633",0.997000,86306.000000,106.702000,10.770230,"89/16 Ham Nghi, P.Nguyen Thai Binh, Q1","Outdoor","452-01-20000-1155","Cell_S1633"
"anon_S1634",0.997000,86290.000000,106.689940,10.817340,"572/7/1A Le Quang Dinh, p.1, Go Vap, TP.HCM","Outdoor","452-01-20184-5193","Cell_S1634"
"anon_S1635",0.995000,86280.000000,106.666772,10.831698,"61/6B Quang Trung, P.10, Q. Go Vap","Outdoor","452-01-20182-5176","Cell_S1635"
"anon_S1636",0.998000,86268.000000,106.677840,10.763520,"2/4 Ho Thi Ky, p.1","Outdoor","452-01-22102-3450","Cell_S1636"
"anon_S1308",0.996000,100616.000000,106.630220,10.743010,"61-63 Lo C  Binh Phu  Q6  TpHCM.","Outdoor","452-01-22062-2522","Cell_S1308"
"anon_S1309",0.995000,100582.000000,106.753900,10.851790,"5B2 KHU 301 - LINH TAY - THU DUC","Outdoor","452-01-22222-4935","Cell_S1309"
