Region,District Code,District,LONGITUDE,LATITUDE,Geohash,CELL_NAME
"West",22,"Jurong West Lakeside Boon Lay",103.695474,1.346886,"w21xxt","Cell_S8696"
"West",22,"Jurong East",103.732578,1.347654,"w21z8m","Cell_S8732"
"West",22,"Jurong West Lakeside Boon Lay",103.699283,1.338031,"w21xxe","Cell_S8942"
"West",22,"Taman Jurong",103.723445,1.336380,"w21z87","Cell_S9038"
"West",22,"Jurong East",103.739691,1.333794,"w21z8d","Cell_S9093"
"West",22,"Jurong West Lakeside Boon Lay",103.712830,1.349448,"w21z8j","Cell_S9182"
"West",22,"Jurong West Lakeside Boon Lay",103.700751,1.339372,"w21xxg","Cell_S9251"
"West",22,"Jurong Tuas",103.657457,1.322053,"w21xwb","Cell_S9327"
"West",22,"Jurong Tuas",103.681575,1.343577,"w21xxk","Cell_S9479"
"West",22,"Jurong West Lakeside Boon Lay",103.705523,1.335848,"w21xxg","Cell_S9551"
"West",22,"Jurong West Lakeside Boon Lay",103.714702,1.342999,"w21z8h","Cell_S9688"
"North",23,"Yew Tee Choa Chu Kang",103.751834,1.381940,"w21zbg","Cell_S9707"
"North",23,"Yew Tee Choa Chu Kang",103.758018,1.378817,"w21zc5","Cell_S9760"
"West",23,"Bukit Batok Bukit Gombak",103.743713,1.350822,"w21z8t","Cell_S9825"
"North",23,"Yew Tee Choa Chu Kang",103.755600,1.377451,"w21zc4","Cell_S9831"
"North",23,"Yew Tee Choa Chu Kang",103.744887,1.401905,"w21zbz","Cell_S9846"
"West",23,"Bukit Batok Bukit Gombak",103.757832,1.337664,"w21z95","Cell_S9882"
"West",23,"Bukit Batok Bukit Gombak",103.740907,1.346603,"w21z8t","Cell_S9898"
"North",23,"Bukit Panjang",103.768139,1.377879,"w21zc6","Cell_S9930"
"North",23,"Bukit Panjang",103.771788,1.378527,"w21zc6","Cell_S10037"
"North",23,"Bukit Panjang",103.768889,1.374023,"w21zc6","Cell_S10038"
"North",23,"Yew Tee Choa Chu Kang",103.746060,1.384288,"w21zbu","Cell_S10109"
"West",23,"Bukit Batok Bukit Gombak",103.753704,1.347458,"w21z8v","Cell_S10160"
"North",23,"Yew Tee Choa Chu Kang",103.746060,1.384288,"w21zbu","Cell_S10233"
"North",24,"Neo Tiew Kranji",103.708500,1.437243,"w238pv","Cell_S10485"
"North",25,"Mandai Sungei Kadut",103.746154,1.418703,"w23b0f","Cell_S10534"
"North",25,"Woodlands Marsiling Amiralty",103.773382,1.432981,"w23b1k","Cell_S10613"
"North",25,"Woodlands Marsiling Amiralty",103.801835,1.443874,"w23b4n","Cell_S10759"
"North",25,"Woodlands Marsiling Amiralty",103.797702,1.442508,"w23b1y","Cell_S10778"
"North",25,"Woodlands Marsiling Amiralty",103.796577,1.440947,"w23b1y","Cell_S10943"
"North",25,"Woodlands Marsiling Amiralty",103.793074,1.439785,"w23b1y","Cell_S11137"
"North-East",26,"Nee Soon",103.837363,1.391664,"w21zfv","Cell_S11173"
"North",27,"Yishun Khatib",103.827521,1.432218,"w23b4s","Cell_S11420"
"North",27,"Yishun Khatib",103.832460,1.437596,"w23b4v","Cell_S11497"
"North",27,"Yishun Khatib",103.841849,1.435242,"w23b4v","Cell_S11572"
"North",27,"Yishun Khatib",103.832467,1.429358,"w23b4u","Cell_S11617"
"North",27,"Yishun Khatib",103.849242,1.425831,"w23b55","Cell_S11699"
"North",27,"Yishun Khatib",103.839680,1.418592,"w23b4f","Cell_S11710"
"North",27,"Sembawang",103.824871,1.441440,"w23b4w","Cell_S11763"
"North-East",28,"Seletar",103.872934,1.388315,"w21zgs","Cell_S11864"
"West",,"Jurong East",103.748983,1.333136,"w21z8f","Cell_S42"
"Central",1,"Marina Esplanade Suntec",103.860623,1.291663,"w21z77","Cell_S112"
"Central",1,"Raffles Place",103.849079,1.285047,"w21z71","Cell_S183"
"Central",1,"Robinson Road Shenton Way",103.844532,1.278525,"w21z70","Cell_S381"
"Central",1,"Marina South",103.860528,1.266022,"w21z5q","Cell_S522"
"Central",1,"Marina South",103.859978,1.285205,"w21z73","Cell_S605"
"Central",1,"Robinson Road Shenton Way",103.848773,1.279862,"w21z70","Cell_S653"
"Central",1,"Marina South",103.859978,1.285205,"w21z73","Cell_S730"
"Central",1,"Raffles Place",103.847653,1.284842,"w21z71","Cell_S755"
"Central",1,"Raffles Place",103.852127,1.284665,"w21z71","Cell_S817"
"Central",1,"Chinatown",103.848358,1.287908,"w21z74","Cell_S832"
"Central",1,"Robinson Road Shenton Way",103.849547,1.279592,"w21z70","Cell_S919"
"Central",2,"Prince Edward Anson Road",103.846674,1.274724,"w21z70","Cell_S970"
"Central",3,"Redhill Bukit Merah Alexandra",103.802575,1.284737,"w21z61","Cell_S1109"
"Central",3,"Redhill Bukit Merah Alexandra",103.818799,1.282932,"w21z63","Cell_S1179"
"Central",3,"Redhill Bukit Merah Alexandra",103.818764,1.284977,"w21z63","Cell_S1203"
"Central",3,"Queenstown Commonwealth",103.803121,1.290911,"w21z65","Cell_S1204"
"Central",3,"Queenstown Commonwealth",103.802830,1.288427,"w21z64","Cell_S1290"
"Central",3,"Queenstown Commonwealth",103.796483,1.303056,"w21z3v","Cell_S1330"
"Central",3,"Redhill Bukit Merah Alexandra",103.817465,1.283838,"w21z63","Cell_S1384"
"Central",3,"Outram Road Tiong Bahru",103.831792,1.277345,"w21z6b","Cell_S1432"
"Central",3,"Queenstown Commonwealth",103.802256,1.297506,"w21z6h","Cell_S1448"
"Central",4,"Habourfront Telok Blangah",103.814049,1.255080,"w21z4k","Cell_S1670"
"West",5,"Clementi",103.756152,1.321252,"w21z90","Cell_S1718"
"West",5,"Clementi",103.765773,1.298470,"w21z3h","Cell_S1899"
"West",5,"Dover Buona Vista Singapore Polytechnic",103.780875,1.299653,"w21z3s","Cell_S2064"
"West",5,"Dover Buona Vista Singapore Polytechnic",103.791215,1.303943,"w21z3v","Cell_S2239"
"West",5,"Clementi",103.760867,1.312517,"w21z3n","Cell_S2240"
"Central",6,"Central Fire Station Hill Street",103.853332,1.294076,"w21z75","Cell_S2420"
"Central",6,"Central Fire Station Hill Street",103.849514,1.293615,"w21z75","Cell_S2481"
"Central",7,"Bugis Victoria Street Rochor",103.854897,1.298444,"w21z7k","Cell_S2552"
"Central",7,"Bugis Victoria Street Rochor",103.849286,1.300076,"w21z7h","Cell_S2603"
"Central",7,"Bugis Victoria Street Rochor",103.856934,1.296157,"w21z77","Cell_S2615"
"Central",7,"Bugis Victoria Street Rochor",103.853264,1.296200,"w21z75","Cell_S2654"
"Central",9,"Orchard Road",103.845219,1.297888,"w21z7h","Cell_S2913"
"Central",9,"Orchard Road",103.834676,1.302424,"w21z6v","Cell_S2925"
"West",10,"Bukit Timah Farrer Road Coronation Road",103.812523,1.321803,"w21zd2","Cell_S3173"
"North",10,"Bukit Timah Stevens Road",103.823788,1.319856,"w21zd8","Cell_S3316"
"Central",10,"Tanglin Road River Valley",103.824897,1.304673,"w21z6t","Cell_S3338"
"North",10,"Bukit Timah Stevens Road",103.828707,1.314073,"w21z6x","Cell_S3359"
"West",10,"Holland Road Ghim Moh",103.801747,1.308741,"w21z6n","Cell_S3380"
"Central",10,"Tanglin Road River Valley",103.826059,1.305628,"w21z6t","Cell_S3391"
"North",11,"Thomson Road",103.824535,1.322035,"w21zd8","Cell_S3541"
"North",11,"Thomson Road",103.839438,1.334524,"w21zdf","Cell_S3550"
"North-East",11,"Novena",103.842017,1.319788,"w21zdb","Cell_S3588"
"North-East",12,"Balestier Bendemeer",103.844816,1.323315,"w21ze0","Cell_S4022"
"North-East",12,"Balestier Bendemeer",103.850772,1.328805,"w21ze1","Cell_S4049"
"North-East",13,"Potong Pasir Housing Estate",103.869182,1.334353,"w21zed","Cell_S4257"
"East",14,"Stadium",103.874570,1.300492,"w21z7s","Cell_S4322"
"East",14,"Kembangan",103.914029,1.341775,"w21zss","Cell_S4462"
"East",14,"Paya Lebar Malay Village Geylang Serai",103.893856,1.314698,"w21zkp","Cell_S4467"
"East",15,"Katong Tanjong Rhu",103.871364,1.292051,"w21z7e","Cell_S4949"
"East",15,"Katong Joo Chiat",103.901898,1.304636,"w21zkm","Cell_S5028"
"East",15,"Katong Tanjong Rhu",103.896956,1.305819,"w21zkj","Cell_S5063"
"East",15,"Katong Tanjong Rhu",103.871031,1.298084,"w21z7s","Cell_S5179"
"East",16,"Bedok Chai Chee",103.936301,1.332320,"w21zt4","Cell_S5273"
"East",16,"Bedok Chai Chee",103.935397,1.329415,"w21zt4","Cell_S5392"
"East",16,"Bedok Chai Chee",103.936301,1.332320,"w21zt4","Cell_S5577"
"East",16,"Bedok Reservoir",103.915596,1.333967,"w21zsd","Cell_S5626"
"East",16,"Bedok Reservoir",103.923289,1.337023,"w21zsg","Cell_S5649"
"East",17,"Loyang",103.971066,1.364042,"w21zvb","Cell_S5777"
"East",17,"Loyang",103.983641,1.390277,"w21zyj","Cell_S5905"
"East",18,"Tampines Simei",103.948429,1.359335,"w21ztr","Cell_S6139"
"East",18,"Tampines Simei",103.939959,1.345263,"w21zth","Cell_S6279"
"East",18,"Tampines Simei",103.956213,1.362544,"w21zv8","Cell_S6298"
"East",18,"Tampines Simei",103.957046,1.348045,"w21ztt","Cell_S6307"
"East",18,"Tampines Simei",103.944918,1.357072,"w21ztr","Cell_S6349"
"East",18,"Pasir Ris",103.954136,1.372734,"w21zv9","Cell_S6421"
"East",18,"Tampines Simei",103.931611,1.347771,"w21ztj","Cell_S6480"
"East",18,"Pasir Ris",103.939596,1.376419,"w21zv4","Cell_S6503"
"East",18,"Tampines Simei",103.944918,1.353180,"w21ztq","Cell_S6590"
"East",18,"Tampines Simei",103.957645,1.342089,"w21zts","Cell_S6597"
"East",18,"Tampines Simei",103.952575,1.363703,"w21zv2","Cell_S6624"
"East",18,"Tampines Simei",103.944918,1.353180,"w21ztq","Cell_S6626"
"East",18,"Tampines Simei",103.933507,1.345178,"w21zth","Cell_S6688"
"North-East",19,"Serangoon Central Serangoon Gardens",103.871491,1.368846,"w21zg9","Cell_S6799"
"North-East",19,"Sengkang Buangkok",103.901154,1.384722,"w21zuk","Cell_S6823"
"North-East",19,"Serangoon Central Serangoon Gardens",103.866701,1.365651,"w21zg8","Cell_S6881"
"North-East",19,"Sengkang Buangkok",103.890922,1.393732,"w21zuj","Cell_S6905"
"North-East",19,"Serangoon Central Serangoon Gardens",103.863652,1.349605,"w21zem","Cell_S6915"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.888525,1.376440,"w21zu4","Cell_S6925"
"North-East",19,"Punggol",103.904436,1.404414,"w21zur","Cell_S7015"
"North-East",19,"Serangoon Central Serangoon Gardens",103.871224,1.358442,"w21zex","Cell_S7092"
"North-East",19,"Sengkang Buangkok",103.900078,1.397980,"w21zuq","Cell_S7180"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.878299,1.377678,"w21zgf","Cell_S7740"
"North-East",19,"Serangoon Central Serangoon Gardens",103.860698,1.352062,"w21zeq","Cell_S7799"
"North-East",20,"Ang Mo Kio",103.856023,1.369756,"w21zg3","Cell_S7901"
"North-East",20,"Ang Mo Kio",103.859804,1.375819,"w21zg6","Cell_S7906"
"North-East",20,"Ang Mo Kio",103.842338,1.380335,"w21zfg","Cell_S7946"
"North-East",20,"Ang Mo Kio",103.859194,1.369730,"w21zg3","Cell_S8106"
"North-East",20,"Bishan Thomson Road",103.848695,1.351125,"w21zej","Cell_S8136"
"North-East",20,"Ang Mo Kio",103.840065,1.375873,"w21zff","Cell_S8257"
"North-East",20,"Ang Mo Kio",103.846877,1.366604,"w21zg0","Cell_S8329"
"West",22,"Jurong East",103.745174,1.328233,"w21z8c","Cell_S8575"
"West",22,"Jurong West Lakeside Boon Lay",103.719403,1.352635,"w21z8n","Cell_S8769"
"West",22,"Jurong Tuas",103.681575,1.343577,"w21xxk","Cell_S8788"
"West",22,"Jurong East",103.741339,1.329197,"w21z89","Cell_S8897"
"West",22,"Jurong East",103.741339,1.329197,"w21z89","Cell_S9006"
"West",22,"Jurong Joo Koon",103.674738,1.319049,"w21xx0","Cell_S9059"
"West",22,"Jurong West Lakeside Boon Lay",103.712830,1.349448,"w21z8j","Cell_S9129"
"West",22,"Jurong East",103.735616,1.308857,"w21z2w","Cell_S9280"
"West",22,"Jurong West Lakeside Boon Lay",103.723744,1.352564,"w21z8q","Cell_S9300"
"West",22,"Taman Jurong",103.720314,1.335806,"w21z85","Cell_S9324"
"West",22,"Jurong West Lakeside Boon Lay",103.703277,1.339932,"w21xxg","Cell_S9336"
"West",22,"Jurong Tuas",103.639704,1.295821,"w21xq7","Cell_S9371"
"West",22,"Jurong East",103.735616,1.308857,"w21z2w","Cell_S9394"
"West",22,"Jurong Tuas",103.626969,1.290032,"w21xq4","Cell_S9397"
"West",22,"Jurong East",103.749519,1.326184,"w21z8c","Cell_S9422"
"West",22,"Jurong Tuas",103.619754,1.294205,"w21xmg","Cell_S9555"
"North",23,"Yew Tee Choa Chu Kang",103.742586,1.393673,"w21zbt","Cell_S9886"
"West",23,"Bukit Batok Bukit Gombak",103.761514,1.339231,"w21z95","Cell_S9891"
"West",23,"Hillview",103.760474,1.356836,"w21z9p","Cell_S10078"
"North",23,"Yew Tee Choa Chu Kang",103.742401,1.378684,"w21zbd","Cell_S10195"
"North",23,"Yew Tee Choa Chu Kang",103.746603,1.392298,"w21zbv","Cell_S10228"
"West",23,"Bukit Batok Bukit Gombak",103.750617,1.362135,"w21z8z","Cell_S10234"
"West",23,"Bukit Batok Bukit Gombak",103.754664,1.352251,"w21z8y","Cell_S10380"
"North",25,"Woodlands Marsiling Amiralty",103.796577,1.440947,"w23b1y","Cell_S10633"
"North",25,"Woodlands Marsiling Amiralty",103.790170,1.440831,"w23b1y","Cell_S10709"
"North",25,"Woodlands Marsiling Amiralty",103.809709,1.447433,"w23b4p","Cell_S10799"
"North",25,"Woodlands Marsiling Amiralty",103.798689,1.434165,"w23b1v","Cell_S10861"
"North",25,"Woodlands Marsiling Amiralty",103.799298,1.438825,"w23b4j","Cell_S10885"
"North",25,"Woodlands Marsiling Amiralty",103.782515,1.433526,"w23b1s","Cell_S10993"
"North",25,"Woodlands Marsiling Amiralty",103.801835,1.443874,"w23b4n","Cell_S10995"
"North",27,"Yishun Khatib",103.832195,1.417108,"w23b4c","Cell_S11251"
"North",27,"Sembawang",103.819400,1.452379,"w23b62","Cell_S11295"
"North",27,"Yishun Khatib",103.832460,1.437596,"w23b4v","Cell_S11649"
"North-East",,"Ang Mo Kio",103.845095,1.384919,"w21zgh","Cell_S7"
"Central",,"Tanjong Pagar",103.839416,1.278491,"w21z6b","Cell_S9"
"Central",1,"Marina South",103.854157,1.279430,"w21z72","Cell_S208"
"Central",1,"Marina Esplanade Suntec",103.858968,1.295594,"w21z77","Cell_S275"
"Central",1,"Marina Esplanade Suntec",103.859724,1.294647,"w21z77","Cell_S280"
"Central",1,"Chinatown",103.843402,1.285886,"w21z74","Cell_S380"
"Central",1,"Marina South",103.854971,1.279645,"w21z72","Cell_S454"
"Central",1,"Robinson Road Shenton Way",103.847565,1.277705,"w21z70","Cell_S494"
"Central",1,"Raffles Place",103.851809,1.282673,"w21z71","Cell_S569"
"Central",1,"Marina Esplanade Suntec",103.859567,1.295245,"w21z77","Cell_S638"
"Central",1,"Raffles Place",103.851463,1.283933,"w21z71","Cell_S670"
"Central",1,"Raffles Place",103.850619,1.284295,"w21z71","Cell_S864"
"Central",2,"Tanjong Pagar",103.840335,1.276586,"w21z6b","Cell_S1028"
"Central",2,"Prince Edward Anson Road",103.845687,1.274054,"w21z5p","Cell_S1081"
"Central",3,"Redhill Bukit Merah Alexandra",103.811825,1.287115,"w21z66","Cell_S1234"
"Central",3,"Redhill Bukit Merah Alexandra",103.802575,1.284737,"w21z61","Cell_S1383"
"Central",3,"Outram Road Tiong Bahru",103.837108,1.288174,"w21z6f","Cell_S1443"
"Central",4,"Habourfront Telok Blangah",103.830821,1.257347,"w21z4s","Cell_S1485"
"Central",4,"Depot Road",103.809948,1.276853,"w21z62","Cell_S1647"
"West",5,"Clementi",103.754395,1.318088,"w21z2z","Cell_S1726"
"West",5,"Dover Buona Vista Singapore Polytechnic",103.780875,1.299653,"w21z3s","Cell_S1808"
"West",5,"Clementi",103.762236,1.321499,"w21z90","Cell_S1833"
"West",5,"Clementi",103.764521,1.318450,"w21z90","Cell_S1931"
"West",5,"Clementi",103.750211,1.312031,"w21z2y","Cell_S1985"
"West",5,"Pasir Panjang Alexandra Kent Ridge",103.782584,1.296106,"w21z3e","Cell_S2048"
"West",5,"Dover Buona Vista Singapore Polytechnic",103.789735,1.296221,"w21z3g","Cell_S2125"
"West",5,"Pasir Panjang Alexandra Kent Ridge",103.785235,1.291754,"w21z3e","Cell_S2183"
"West",5,"Clementi",103.771879,1.324898,"w21z93","Cell_S2249"
"West",5,"Pasir Panjang Alexandra Kent Ridge",103.801757,1.276483,"w21z60","Cell_S2352"
"Central",6,"Central Fire Station Hill Street",103.853360,1.293058,"w21z75","Cell_S2386"
"Central",6,"Central Fire Station Hill Street",103.851181,1.291189,"w21z75","Cell_S2428"
"Central",6,"Central Fire Station Hill Street",103.850124,1.294094,"w21z75","Cell_S2441"
"Central",7,"Bugis Victoria Street Rochor",103.851448,1.303904,"w21z7j","Cell_S2569"
"Central",7,"Bugis Victoria Street Rochor",103.856934,1.296157,"w21z77","Cell_S2634"
"Central",9,"Cavenagh Road Scotts Road Newton",103.831693,1.306135,"w21z6t","Cell_S2819"
"Central",9,"Cavenagh Road Scotts Road Newton",103.833697,1.306239,"w21z6v","Cell_S2826"
"Central",9,"Cavenagh Road Scotts Road Newton",103.846888,1.311967,"w21z7n","Cell_S2909"
"Central",9,"Cavenagh Road Scotts Road Newton",103.840169,1.302866,"w21z6v","Cell_S2933"
"Central",9,"Orchard Road",103.831781,1.294306,"w21z6e","Cell_S2936"
"Central",9,"Orchard Road",103.838242,1.301770,"w21z6u","Cell_S2939"
"Central",9,"Orchard Road",103.830239,1.305261,"w21z6t","Cell_S2960"
"Central",9,"Orchard Road",103.837888,1.301485,"w21z6u","Cell_S3044"
"Central",9,"Orchard Road",103.833623,1.304273,"w21z6v","Cell_S3055"
"North",10,"Bukit Timah Stevens Road",103.808111,1.316124,"w21z6p","Cell_S3326"
"Central",10,"Tanglin Road River Valley",103.826059,1.305628,"w21z6t","Cell_S3335"
"West",10,"Holland Road Ghim Moh",103.798011,1.313480,"w21z3z","Cell_S3406"
"Central",10,"Tanglin Road River Valley",103.825353,1.300592,"w21z6s","Cell_S3448"
"Central",10,"Tanglin Road River Valley",103.823912,1.304271,"w21z6t","Cell_S3471"
"North",10,"Bukit Timah Stevens Road",103.819591,1.307442,"w21z6q","Cell_S3479"
"North",11,"Bukit Timah old Turf Club",103.790638,1.347063,"w21z9v","Cell_S3650"
"North-East",12,"Geylang Bahru",103.866659,1.309984,"w21z7w","Cell_S3819"
"North-East",12,"Balestier Bendemeer",103.863191,1.327904,"w21ze3","Cell_S3854"
"North-East",12,"Braddell Toa Payoh",103.845584,1.339129,"w21ze5","Cell_S3924"
"North-East",12,"Balestier Bendemeer",103.853109,1.325171,"w21ze1","Cell_S4003"
"North-East",12,"Balestier Bendemeer",103.850772,1.328805,"w21ze1","Cell_S4030"
"North-East",13,"Potong Pasir Housing Estate",103.862805,1.337284,"w21ze7","Cell_S4157"
"East",14,"Paya Lebar Malay Village Geylang Serai",103.889867,1.330498,"w21zs4","Cell_S4408"
"East",14,"Stadium",103.888504,1.307260,"w21zkj","Cell_S4433"
"East",14,"Paya Lebar Malay Village Geylang Serai",103.892775,1.324277,"w21zs1","Cell_S4478"
"East",14,"Kallang Aljunied Geylang",103.875556,1.316914,"w21z7x","Cell_S4502"
"East",14,"Kallang Aljunied Geylang",103.875556,1.316914,"w21z7x","Cell_S4636"
"East",14,"Kembangan",103.902174,1.334509,"w21zs6","Cell_S4759"
"East",14,"Kembangan",103.902174,1.334509,"w21zs6","Cell_S4814"
"East",15,"Katong Joo Chiat",103.903824,1.307956,"w21zkq","Cell_S4849"
"East",15,"Katong Joo Chiat",103.902105,1.309563,"w21zkq","Cell_S4874"
"East",15,"Katong Joo Chiat",103.904371,1.303227,"w21zkm","Cell_S4880"
"East",15,"Marine Parade",103.917269,1.304096,"w21zkt","Cell_S4965"
"East",15,"Katong Tanjong Rhu",103.882887,1.302043,"w21z7v","Cell_S4979"
"East",15,"Katong Tanjong Rhu",103.895745,1.301942,"w21zkj","Cell_S5041"
"East",15,"Marine Parade",103.905108,1.301693,"w21zkk","Cell_S5059"
"East",15,"Katong Joo Chiat",103.899054,1.315522,"w21zkr","Cell_S5105"
"East",16,"Bedok Chai Chee",103.922767,1.326820,"w21zsc","Cell_S5279"
"East",16,"Singapore Expo Old Bedok Road Changi South",103.948913,1.337774,"w21zt7","Cell_S5296"
"East",16,"Bedok Chai Chee",103.935397,1.329415,"w21zt4","Cell_S5331"
"East",16,"Bedok Chai Chee",103.945482,1.318298,"w21zmr","Cell_S5420"
"East",16,"Bedok Chai Chee",103.925285,1.334127,"w21zsf","Cell_S5422"
"East",16,"Bedok Chai Chee",103.941370,1.316225,"w21zmp","Cell_S5455"
"East",16,"Singapore Expo Old Bedok Road Changi South",103.965833,1.334132,"w21ztf","Cell_S5553"
"East",16,"Bedok Chai Chee",103.941572,1.324252,"w21zt1","Cell_S5653"
"East",16,"Bedok Chai Chee",103.935397,1.329415,"w21zt4","Cell_S5666"
"East",16,"Bedok Chai Chee",103.944470,1.328131,"w21zt3","Cell_S5724"
"East",17,"Changi Airport",103.986877,1.349173,"w21zwm","Cell_S5956"
"East",18,"Tampines Simei",103.963094,1.351811,"w21ztw","Cell_S6053"
"East",18,"Tampines Simei",103.956213,1.362544,"w21zv8","Cell_S6065"
"East",18,"Tampines Simei",103.957046,1.348045,"w21ztt","Cell_S6110"
"East",18,"Pasir Ris",103.950865,1.367013,"w21zv2","Cell_S6189"
"East",18,"Tampines Simei",103.941242,1.348123,"w21ztj","Cell_S6199"
"East",18,"Tampines Simei",103.944918,1.353180,"w21ztq","Cell_S6294"
"East",18,"Pasir Ris",103.959057,1.366247,"w21zv8","Cell_S6308"
"East",18,"Tampines Simei",103.952023,1.341862,"w21ztk","Cell_S6309"
"East",18,"Pasir Ris",103.939596,1.376419,"w21zv4","Cell_S6322"
"East",18,"Tampines Simei",103.939959,1.345263,"w21zth","Cell_S6425"
"East",18,"Pasir Ris",103.938983,1.381189,"w21zv5","Cell_S6672"
"North-East",19,"Serangoon Central Serangoon Gardens",103.876595,1.348121,"w21zev","Cell_S6726"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.887031,1.366594,"w21zu0","Cell_S6752"
"North-East",19,"Punggol",103.904172,1.399061,"w21zuq","Cell_S6879"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.878828,1.353481,"w21zey","Cell_S6893"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.894014,1.337871,"w21zs5","Cell_S6941"
"North-East",19,"Sengkang Buangkok",103.894813,1.387362,"w21zuh","Cell_S7206"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.892045,1.335723,"w21zs5","Cell_S7247"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.875340,1.350859,"w21zet","Cell_S7369"
"North-East",19,"Hougang Serangoon Yio Chu Kang Kovan",103.884123,1.377537,"w21zgf","Cell_S7562"
"North-East",19,"Serangoon Central Serangoon Gardens",103.860698,1.352062,"w21zeq","Cell_S7626"
"North-East",19,"Punggol",103.905890,1.400548,"w21zuq","Cell_S7651"
"North-East",19,"Punggol",103.904172,1.399061,"w21zuq","Cell_S7772"
"North-East",19,"Punggol",103.909145,1.396043,"w21zuw","Cell_S7781"
"North-East",20,"Bishan Thomson Road",103.818922,1.359248,"w21zdr","Cell_S7821"
"North-East",20,"Bishan Thomson Road",103.837616,1.354797,"w21zdy","Cell_S7876"
"North-East",20,"Ang Mo Kio",103.859194,1.369730,"w21zg3","Cell_S7894"
"North-East",20,"Bishan Thomson Road",103.833394,1.362946,"w21zfb","Cell_S7939"
"North-East",20,"Ang Mo Kio",103.849976,1.378069,"w21zg4","Cell_S7943"
"North-East",20,"Ang Mo Kio",103.849615,1.388198,"w21zgh","Cell_S8015"
"North-East",20,"Ang Mo Kio",103.838221,1.369075,"w21zfc","Cell_S8262"
"North",21,"Bukit Timah King Albert Park",103.768569,1.341786,"w21z9k","Cell_S8357"
"North",21,"Bukit Timah Hill 7 Milestone",103.783252,1.336399,"w21z9e","Cell_S8370"
"North",21,"Bukit Timah King Albert Park",103.775842,1.329098,"w21z93","Cell_S8422"
"North",21,"Bukit Timah Hill 7 Milestone",103.775854,1.343321,"w21z9k","Cell_S8469"
"North",21,"Bukit Timah King Albert Park",103.768569,1.341786,"w21z9k","Cell_S8510"
"North",21,"Bukit Timah King Albert Park",103.767259,1.323468,"w21z92","Cell_S8554"
"West",22,"Jurong East",103.739691,1.333794,"w21z8d","Cell_S8644"
"West",22,"Jurong Tuas",103.681575,1.343577,"w21xxk","Cell_S8650"
"West",22,"Jurong East",103.754341,1.336831,"w21z8g","Cell_S8815"
"West",22,"Jurong East",103.742881,1.337564,"w21z8e","Cell_S8823"
"West",22,"Jurong West Lakeside Boon Lay",103.695474,1.346886,"w21xxt","Cell_S8916"
"West",22,"Jurong Joo Koon",103.690830,1.316234,"w21xrx","Cell_S9036"
"West",22,"Taman Jurong",103.719414,1.316500,"w21z2p","Cell_S9401"
"West",22,"Jurong West Lakeside Boon Lay",103.724047,1.346844,"w21z8m","Cell_S9596"
"North",23,"Bukit Panjang",103.761742,1.385878,"w21zch","Cell_S9766"
"North",23,"Yew Tee Choa Chu Kang",103.750339,1.378842,"w21zbg","Cell_S9808"
"West",23,"Bukit Batok Bukit Gombak",103.743713,1.350822,"w21z8t","Cell_S9812"
"North",23,"Yew Tee Choa Chu Kang",103.738968,1.374800,"w21zbd","Cell_S9816"
"North",23,"Bukit Panjang",103.764452,1.376264,"w21zc4","Cell_S10111"
"West",23,"Bukit Batok Bukit Gombak",103.757360,1.347254,"w21z9j","Cell_S10201"
"West",23,"Bukit Batok Bukit Gombak",103.751833,1.363938,"w21zbb","Cell_S10281"
"North",25,"Woodlands Marsiling Amiralty",103.789948,1.436318,"w23b1v","Cell_S10539"
"North",25,"Woodlands Marsiling Amiralty",103.768579,1.444073,"w23b1q","Cell_S11065"
"North",25,"Woodlands Marsiling Amiralty",103.781577,1.436849,"w23b1t","Cell_S11151"
"North-East",26,"Nee Soon",103.830409,1.387909,"w21zfs","Cell_S11185"
"North",27,"Yishun Khatib",103.837976,1.413074,"w23b4c","Cell_S11263"
"North",27,"Yishun Khatib",103.840588,1.432377,"w23b4u","Cell_S11387"
"North",27,"Yishun Khatib",103.840408,1.423043,"w23b4g","Cell_S11548"
"North",27,"Yishun Khatib",103.837475,1.421703,"w23b4f","Cell_S11622"
"North",27,"Yishun Khatib",103.844040,1.428977,"w23b5h","Cell_S11633"
"North",27,"Yishun Khatib",103.846425,1.422360,"w23b54","Cell_S11668"
"North",27,"Yishun Khatib",103.840408,1.423043,"w23b4g","Cell_S11672"
"Central",,"Tanjong Pagar",103.839416,1.278491,"w21z6b","Cell_S31"
"Central",,"Tanjong Pagar",103.839416,1.278491,"w21z6b","Cell_S63"
"Central",1,"Robinson Road Shenton Way",103.846981,1.276088,"w21z70","Cell_S99"
"Central",1,"Marina Esplanade Suntec",103.858968,1.295594,"w21z77","Cell_S182"
"Central",1,"Raffles Place",103.850032,1.283863,"w21z71","Cell_S237"
"Central",1,"Marina Esplanade Suntec",103.857987,1.294503,"w21z77","Cell_S343"
